783571012,851893566,102942214,3.61,51.71839,-0.27806,51.71792,-0.27849,5
565991213,634184148,102941438,0.96,51.72441,-0.29625,51.72451,-0.29634,4
565991213,102941438,634184148,0.96,51.72451,-0.29634,51.72441,-0.29625,4
761971366,837115671,837115670,4.88,51.71920,-0.30191,51.71971,-0.30237,4
761971366,837115670,837115671,4.88,51.71971,-0.30237,51.71920,-0.30191,4
25782825,102945527,102945529,6.30,51.76497,-0.30757,51.76552,-0.30745,5
25782825,102945529,102945527,6.30,51.76552,-0.30745,51.76497,-0.30757,5
780276111,102962333,849770875,8.69,51.73784,-0.21262,51.73820,-0.21301,5
780276111,849770875,102962333,8.69,51.73820,-0.21301,51.73784,-0.21262,5
25954075,102972190,102972198,5.90,51.78961,-0.17245,51.79019,-0.17228,5
25954075,102972198,102972190,5.90,51.79019,-0.17228,51.78961,-0.17245,5
30478169,102965401,103653494,3.69,51.77619,-0.21816,51.77697,-0.21927,2
25955270,102965486,102965471,9.37,51.78275,-0.22396,51.78399,-0.22502,5
25955270,102965471,102965486,9.37,51.78399,-0.22502,51.78275,-0.22396,5
841642361,892176204,102941570,21.55,51.73153,-0.29931,51.73101,-0.28973,2
25786573,102941783,102941776,11.17,51.75041,-0.30375,51.75106,-0.30472,5
25786573,102941776,102941783,11.17,51.75106,-0.30472,51.75041,-0.30375,5
25951173,102966944,102966917,10.38,51.80525,-0.20738,51.80476,-0.20910,4
849846839,897848710,897848711,81.87,51.72134,-0.27476,51.72345,-0.27889,5
849846839,897848711,897848710,81.87,51.72345,-0.27889,51.72134,-0.27476,5
780234172,849745763,849745762,27.49,51.77190,-0.21635,51.77327,-0.21645,5
780234172,849745762,849745763,27.49,51.77327,-0.21645,51.77190,-0.21635,5
25958653,102964889,102964890,4.95,51.76208,-0.22101,51.76253,-0.22068,5
25958653,102964890,102964889,4.95,51.76253,-0.22068,51.76208,-0.22101,5
26016181,102960174,102960195,7.63,51.74665,-0.26346,51.74700,-0.26192,5
26016181,102960195,102960174,7.63,51.74700,-0.26192,51.74665,-0.26346,5
25956085,102972135,102972131,6.55,51.77634,-0.17271,51.77721,-0.17336,5
25956085,102972131,102972135,6.55,51.77721,-0.17336,51.77634,-0.17271,5
25516033,102942191,102942187,1.60,51.71732,-0.27974,51.71720,-0.28026,4
25952041,102973696,102973706,1.58,51.80003,-0.16388,51.80006,-0.16366,5
780234165,849745756,849745757,2.12,51.77021,-0.21641,51.77022,-0.21624,5
780234165,849745757,849745756,2.12,51.77022,-0.21624,51.77021,-0.21641,5
25955244,102966170,102966008,4.86,51.78259,-0.19583,51.78278,-0.19655,5
25955244,102966008,102966170,4.86,51.78278,-0.19655,51.78259,-0.19583,5
780274427,849769749,849769748,5.31,51.74098,-0.21698,51.74149,-0.21759,5
780274427,849769748,849769749,5.31,51.74149,-0.21759,51.74098,-0.21698,5
25956615,102965665,102965631,10.49,51.77356,-0.20974,51.77363,-0.21142,5
25956615,102965631,102965665,10.49,51.77363,-0.21142,51.77356,-0.20974,5
566023250,658151826,102968379,10.53,51.79383,-0.19207,51.79437,-0.19062,5
566023250,102968379,658151826,10.53,51.79437,-0.19062,51.79383,-0.19207,5
25782638,102945769,102945771,3.50,51.76613,-0.29595,51.76645,-0.29615,5
25782638,102945771,102945769,3.50,51.76645,-0.29615,51.76613,-0.29595,5
566023230,102964925,658151801,2.00,51.76578,-0.21778,51.76598,-0.21779,5
566023230,658151801,102964925,2.00,51.76598,-0.21779,51.76578,-0.21778,5
25953595,102972112,102972651,8.99,51.79194,-0.17791,51.79290,-0.17870,4
25953595,102972651,102972112,8.99,51.79290,-0.17870,51.79194,-0.17791,4
30479783,103654049,102962262,2.03,51.74480,-0.21780,51.74464,-0.21706,3
850059091,898004788,898004787,2.81,51.77057,-0.15550,51.77071,-0.15551,5
850059091,898004787,898004788,2.81,51.77071,-0.15551,51.77057,-0.15550,5
25782321,102943763,102943765,13.73,51.76812,-0.31555,51.76937,-0.31464,5
25782321,102943765,102943763,13.73,51.76937,-0.31464,51.76812,-0.31555,5
25789805,102940206,102940204,9.43,51.73899,-0.31493,51.73964,-0.31602,5
25789805,102940204,102940206,9.43,51.73964,-0.31602,51.73899,-0.31493,5
850059104,898004796,898004798,59.39,51.77820,-0.20513,51.78018,-0.20856,5
850059104,898004798,898004796,59.39,51.78018,-0.20856,51.77820,-0.20513,5
25515592,102941353,102941509,10.05,51.72051,-0.29407,51.72100,-0.29268,5
25515592,102941509,102941353,10.05,51.72100,-0.29268,51.72051,-0.29407,5
25964855,102963690,102963694,2.71,51.76765,-0.23489,51.76811,-0.23443,3
843695451,750536724,893715458,48.18,51.80019,-0.24998,51.80117,-0.24650,5
843695451,893715458,750536724,48.18,51.80117,-0.24650,51.80019,-0.24998,5
25960612,102960520,102960329,6.74,51.75095,-0.24694,51.75100,-0.24852,5
25960612,102960329,102960520,6.74,51.75100,-0.24852,51.75095,-0.24694,5
26006607,103639012,103639017,0.59,51.76664,-0.21774,51.76667,-0.21784,4
25957165,102964882,102964887,5.56,51.77041,-0.22152,51.77096,-0.22164,5
25957165,102964887,102964882,5.56,51.77096,-0.22164,51.77041,-0.22152,5
25952941,102967886,102967887,1.05,51.79630,-0.20154,51.79642,-0.20148,3
25952941,102967887,102967886,1.05,51.79642,-0.20148,51.79630,-0.20154,3
25788488,102940359,102940364,7.99,51.74337,-0.31591,51.74367,-0.31473,5
25788488,102940364,102940359,7.99,51.74367,-0.31473,51.74337,-0.31591,5
709370987,800177579,800177580,1.29,51.75433,-0.15662,51.75450,-0.15677,5
709370987,800177580,800177579,1.29,51.75450,-0.15677,51.75433,-0.15662,5
25960380,102963381,102963385,1.00,51.75266,-0.23401,51.75274,-0.23389,4
25515689,102941343,102941327,7.34,51.71983,-0.29520,51.72015,-0.29620,5
25515689,102941327,102941343,7.34,51.72015,-0.29620,51.71983,-0.29520,5
25990692,102972559,102972560,2.61,51.79334,-0.18391,51.79359,-0.18379,5
25990692,102972560,102972559,2.61,51.79359,-0.18379,51.79334,-0.18391,5
841635202,102972545,892172185,5.64,51.79005,-0.14754,51.78890,-0.14931,2
25952473,102966657,102966662,5.27,51.79874,-0.21595,51.79925,-0.21574,5
25952473,102966662,102966657,5.27,51.79925,-0.21574,51.79874,-0.21595,5
77734454,102973197,102973200,1.17,51.79652,-0.16714,51.79664,-0.16707,4
25515034,102961917,102961926,20.63,51.72365,-0.22302,51.72821,-0.22613,4
25515034,102961926,102961917,20.63,51.72821,-0.22613,51.72365,-0.22302,4
25956822,102965248,102965252,6.93,51.77260,-0.22316,51.77285,-0.22212,5
25956822,102965252,102965248,6.93,51.77285,-0.22212,51.77260,-0.22316,5
